"Region","Country","Date","Weekday","Holiday Name","Holiday Type","Where It is Observed"
"Europe","Portugal",2017-06-15,"Thursday","Corpus Christi","National holiday",NA
"Europe","Portugal",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Portugal",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"Europe","Portugal",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Portugal",2017-10-05,"Thursday","Republic Implantation","National holiday",NA
"Europe","Portugal",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","Portugal",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"Europe","Portugal",2017-12-01,"Friday","Restoration of Independence","National holiday",NA
"Europe","Portugal",2017-12-08,"Friday","Feast of the Immaculate Conception","National holiday",NA
"Europe","Portugal",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Portugal",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Portugal",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Portugal",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Romania",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Romania",2017-01-02,"Monday","Day after New Year's Day","National holiday",NA
"Europe","Romania",2017-01-24,"Tuesday","Unification Day","National holiday",NA
"Europe","Romania",2017-02-19,"Sunday","Constantin Brancusi Day","Observance",NA
"Europe","Romania",2017-02-24,"Friday","Dragobete","Observance",NA
"Europe","Romania",2017-03-01,"Wednesday","Mărțișor","Observance",NA
"Europe","Romania",2017-03-08,"Wednesday","International Women's Day","Observance",NA
"Europe","Romania",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Romania",2017-04-16,"Sunday","Orthodox Easter Day","National holiday, Orthodox",NA
"Europe","Romania",2017-04-17,"Monday","Orthodox Easter Monday","National holiday, Orthodox",NA
"Europe","Romania",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"Europe","Romania",2017-05-07,"Sunday","Mother's Day","Observance",NA
"Europe","Romania",2017-05-14,"Sunday","Father's Day","Observance",NA
"Europe","Romania",2017-05-25,"Thursday","Orthodox Ascension Day","Observance, Orthodox",NA
"Europe","Romania",2017-06-01,"Thursday","Children's Day","National holiday",NA
"Europe","Romania",2017-06-02,"Friday","Children's Day (bridge holiday)","National holiday",NA
"Europe","Romania",2017-06-04,"Sunday","Orthodox Pentecost","National holiday, Orthodox",NA
"Europe","Romania",2017-06-05,"Monday","Orthodox Pentecost Monday","National holiday, Orthodox",NA
"Europe","Romania",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Romania",2017-06-26,"Monday","Flag Day","Observance",NA
"Europe","Romania",2017-07-29,"Saturday","National Anthem Day","Observance",NA
"Europe","Romania",2017-08-15,"Tuesday","St Mary's Day","National holiday",NA
"Europe","Romania",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Romania",2017-10-31,"Tuesday","Halloween","Observance",NA
"Europe","Romania",2017-11-30,"Thursday","St Andrew's Day","National holiday",NA
"Europe","Romania",2017-12-01,"Friday","National holiday","National holiday",NA
"Europe","Romania",2017-12-08,"Friday","Constitution Day","Observance",NA
"Europe","Romania",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Romania",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Romania",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Romania",2017-12-26,"Tuesday","Second day of Christmas","National holiday",NA
"Europe","Romania",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","San Marino",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","San Marino",2017-01-06,"Friday","Epiphany","National holiday",NA
"Europe","San Marino",2017-02-05,"Sunday","Feast of St Agatha","National holiday",NA
"Europe","San Marino",2017-03-20,"Monday","March equinox","Season",NA
"Europe","San Marino",2017-03-25,"Saturday","Anniversary of the Arengo","National holiday",NA
"Europe","San Marino",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","San Marino",2017-04-01,"Saturday","Investiture Ceremony of the Captains Regent 1","National holiday",NA
"Europe","San Marino",2017-04-14,"Friday","Good Friday","Observance",NA
"Europe","San Marino",2017-04-15,"Saturday","Holy Saturday","Observance",NA
"Europe","San Marino",2017-04-16,"Sunday","Easter Sunday","National holiday",NA
"Europe","San Marino",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","San Marino",2017-05-01,"Monday","Labour Day/May Day","National holiday",NA
"Europe","San Marino",2017-06-15,"Thursday","Corpus Christi","National holiday",NA
"Europe","San Marino",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","San Marino",2017-07-28,"Friday","Anniversary of the Fall of the Fascist Government","National holiday",NA
"Europe","San Marino",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"Europe","San Marino",2017-09-03,"Sunday","The Feast of St Marinus and Republic Day","National holiday",NA
"Europe","San Marino",2017-09-22,"Friday","September equinox","Season",NA
"Europe","San Marino",2017-10-01,"Sunday","Investiture Ceremony of the Captains Regent 2","National holiday",NA
"Europe","San Marino",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","San Marino",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"Europe","San Marino",2017-11-02,"Thursday","All Saints' Day","National holiday",NA
"Europe","San Marino",2017-12-08,"Friday","Feast of the Immaculate Conception","National holiday",NA
"Europe","San Marino",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","San Marino",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","San Marino",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","San Marino",2017-12-26,"Tuesday","Boxing Day","National holiday",NA
"Europe","San Marino",2017-12-31,"Sunday","New Year's Eve","National holiday",NA
"Europe","Serbia",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Serbia",2017-01-02,"Monday","Second Day of New Year's Day","National holiday",NA
"Europe","Serbia",2017-01-07,"Saturday","Christmas Day","National holiday, Orthodox",NA
"Europe","Serbia",2017-01-14,"Saturday","Orthodox New Year","Observance, Orthodox",NA
"Europe","Serbia",2017-01-27,"Friday","Spirituality Day/St Sava's Day","Observance",NA
"Europe","Serbia",2017-02-15,"Wednesday","Statehood Day of the Republic of Serbia","National holiday",NA
"Europe","Serbia",2017-02-16,"Thursday","Statehood Day of the Republic of Serbia (Day 2)","National holiday",NA
"Europe","Serbia",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Serbia",2017-04-14,"Friday","Orthodox Good Friday","National holiday, Orthodox",NA
"Europe","Serbia",2017-04-15,"Saturday","Orthodox Holy Saturday","National holiday, Orthodox",NA
"Europe","Serbia",2017-04-16,"Sunday","Orthodox Easter Day","National holiday, Orthodox",NA
"Europe","Serbia",2017-04-17,"Monday","Orthodox Easter Monday","National holiday, Orthodox",NA
"Europe","Serbia",2017-04-22,"Saturday","Holocaust Remembrance Day","Observance",NA
"Europe","Serbia",2017-05-01,"Monday","Labor holiday","National holiday",NA
"Europe","Serbia",2017-05-02,"Tuesday","Labor holiday second day","National holiday",NA
"Europe","Serbia",2017-05-09,"Tuesday","Victory Day","Observance",NA
"Europe","Serbia",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Serbia",2017-06-28,"Wednesday","St Vitus Day","Observance",NA
"Europe","Serbia",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Serbia",2017-10-21,"Saturday","World War II Victims Remembrance Day","Observance",NA
"Europe","Serbia",2017-11-11,"Saturday","Armistice Day","National holiday",NA
"Europe","Serbia",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Serbia",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Slovakia",2017-01-01,"Sunday","Republic Day","National holiday",NA
"Europe","Slovakia",2017-01-06,"Friday","Epiphany","National holiday",NA
"Europe","Slovakia",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Slovakia",2017-03-25,"Saturday","Struggle for Human Rights Day","Observance",NA
"Europe","Slovakia",2017-04-13,"Thursday","Unfairly Prosecuted Persons Day","Observance",NA
"Europe","Slovakia",2017-04-14,"Friday","Good Friday","National holiday",NA
"Europe","Slovakia",2017-04-16,"Sunday","Easter Day","Observance, Christian",NA
"Europe","Slovakia",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Slovakia",2017-05-01,"Monday","Labor Day","National holiday",NA
"Europe","Slovakia",2017-05-04,"Thursday","Anniversary of the Decease of M. R. ŝtefánika","Observance",NA
"Europe","Slovakia",2017-05-08,"Monday","End of World War II","National holiday",NA
"Europe","Slovakia",2017-06-07,"Wednesday","Anniversary of the Memorandum of the Slovak Nation","Observance",NA
"Europe","Slovakia",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Slovakia",2017-07-05,"Wednesday","St. Cyril & St. Methodius Day","National holiday",NA
"Europe","Slovakia",2017-07-05,"Wednesday","Foreign Slovaks Day","Observance",NA
"Europe","Slovakia",2017-07-17,"Monday","Independence Day","Observance",NA
"Europe","Slovakia",2017-08-04,"Friday","Matice Slovenska Day","Observance",NA
"Europe","Slovakia",2017-08-29,"Tuesday","National Uprising Day","National holiday",NA
"Europe","Slovakia",2017-09-01,"Friday","Constitution Day","National holiday",NA
"Europe","Slovakia",2017-09-09,"Saturday","Day of the Victims of Holocaust and of racial violence","Observance",NA
"Europe","Slovakia",2017-09-15,"Friday","Day of Our Lady of Sorrows","National holiday",NA
"Europe","Slovakia",2017-09-19,"Tuesday","Foundation of the Slovak National Council Day","Observance",NA
"Europe","Slovakia",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Slovakia",2017-10-06,"Friday","Dukla Pass Victims Day","Observance",NA
"Europe","Slovakia",2017-10-27,"Friday","Černová Tragedy Day","Observance",NA
"Europe","Slovakia",2017-10-28,"Saturday","Establishment of the Independent Czecho-Slovak State","Observance",NA
"Europe","Slovakia",2017-10-29,"Sunday","Birth of Ľudovít Ŝtúr Day","Observance",NA
"Europe","Slovakia",2017-10-30,"Monday","Anniversary of the Declaration of the Slovak Nation","Observance",NA
"Europe","Slovakia",2017-10-31,"Tuesday","Reformation Day","Observance",NA
"Europe","Slovakia",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"Europe","Slovakia",2017-11-17,"Friday","Fight for Freedom and Democracy Day","National holiday",NA
"Europe","Slovakia",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Slovakia",2017-12-24,"Sunday","Christmas Eve","National holiday",NA
"Europe","Slovakia",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Slovakia",2017-12-26,"Tuesday","St. Stephen's Day","National holiday",NA
"Europe","Slovakia",2017-12-30,"Saturday","Day of the Declaration of Slovakia as an Independent Ecclesiastic Province","Observance",NA
"Europe","Slovenia",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Slovenia",2017-01-02,"Monday","New Year","National holiday",NA
"Europe","Slovenia",2017-02-08,"Wednesday","Prešeren Day","National holiday",NA
"Europe","Slovenia",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Slovenia",2017-04-16,"Sunday","Easter Day","National holiday",NA
"Europe","Slovenia",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Slovenia",2017-04-27,"Thursday","Day of Uprising Against Occupation","National holiday",NA
"Europe","Slovenia",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"Europe","Slovenia",2017-05-02,"Tuesday","Labour Day holiday","National holiday",NA
"Europe","Slovenia",2017-06-04,"Sunday","Whit Sunday","National holiday",NA
"Europe","Slovenia",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Slovenia",2017-06-25,"Sunday","Statehood Day","National holiday",NA
"Europe","Slovenia",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"Europe","Slovenia",2017-08-17,"Thursday","Slovenians in Prekmurje Incorporated into the Mother Nation Day","Observance",NA
"Europe","Slovenia",2017-09-15,"Friday","Restoration of Primorska to the Motherland Day","Observance",NA
"Europe","Slovenia",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Slovenia",2017-10-25,"Wednesday","Sovereignty Day","Observance",NA
"Europe","Slovenia",2017-10-31,"Tuesday","Reformation Day","National holiday",NA
"Europe","Slovenia",2017-11-01,"Wednesday","Remembrance Day","National holiday",NA
"Europe","Slovenia",2017-11-23,"Thursday","Rudolf Maister Day","Observance",NA
"Europe","Slovenia",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Slovenia",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Slovenia",2017-12-26,"Tuesday","Independence and Unity Day","National holiday",NA
"Europe","Spain",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Spain",2017-01-01,"Sunday","Feast of the Holy Family","Observance",NA
"Europe","Spain",2017-01-02,"Monday","New Year's Day","National holiday","AN, AR, CL, MU"
"Europe","Spain",2017-01-06,"Friday","Epiphany","National holiday",NA
"Europe","Spain",2017-02-28,"Tuesday","Day of Andalucía","Local holiday","Andalusia"
"Europe","Spain",2017-03-01,"Wednesday","Day of the Balearic Islands","Local holiday","Balearic Islands"
"Europe","Spain",2017-03-01,"Wednesday","Ash Wednesday","Observance",NA
"Europe","Spain",2017-03-06,"Monday","Fifth of March","Local holiday","Zaragoza"
"Europe","Spain",2017-03-17,"Friday","Martyr Vicente's Feast","Local holiday","Valencia"
"Europe","Spain",2017-03-19,"Sunday","San Jose","Common Local holidays","21 states"
"Europe","Spain",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Spain",2017-03-20,"Monday","San Jose","Local holiday","Extremadura, Madrid"
"Europe","Spain",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","Spain",2017-04-09,"Sunday","Palm Sunday","Observance",NA
"Europe","Spain",2017-04-13,"Thursday","Maundy Thursday","Common Local holidays","15 states"
"Europe","Spain",2017-04-14,"Friday","Good Friday","National holiday",NA
"Europe","Spain",2017-04-17,"Monday","Easter Monday","Common Local holidays","CT, IB, LO, NA, PV, S, VC"
"Europe","Spain",2017-04-23,"Sunday","St George's Day","Local holiday","Catalonia"
"Europe","Spain",2017-04-24,"Monday","Day of Aragón","Local holiday","Aragon"
"Europe","Spain",2017-04-24,"Monday","Castile and León Day","Local holiday","Castile-Leon"
"Europe","Spain",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"Europe","Spain",2017-05-02,"Tuesday","Day of Madrid","Local holiday","Madrid"
"Europe","Spain",2017-05-07,"Sunday","Mothers' Day","Observance",NA
"Europe","Spain",2017-05-15,"Monday","Feast Day of St Isidore","Local holiday","Madrid"
"Europe","Spain",2017-05-17,"Wednesday","Galicia Literature Day","Local holiday","Galicia"
"Europe","Spain",2017-05-30,"Tuesday","Day of the Canary Islands","Local holiday","Canary Islands"
"Europe","Spain",2017-05-31,"Wednesday","Canaries day observed","Local holiday","Canary Islands"
"Europe","Spain",2017-05-31,"Wednesday","Day of Castile-La Mancha","Local holiday","Castile-La Mancha"
"Europe","Spain",2017-06-04,"Sunday","Whit Sunday/Pentecost","Observance",NA
"Europe","Spain",2017-06-05,"Monday","Whit Monday","Local holiday","Barcelona"
"Europe","Spain",2017-06-09,"Friday","Day of Murcia","Local holiday","Murcia"
"Europe","Spain",2017-06-09,"Friday","Day of La Rioja","Local holiday","La Rioja"
"Europe","Spain",2017-06-13,"Tuesday","San Antonio","Local holiday","Ceuta"
"Europe","Spain",2017-06-15,"Thursday","Corpus Christi","Local holiday","Castile-La Mancha, Madrid"
"Europe","Spain",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Spain",2017-06-24,"Saturday","Saint John the Baptist Day","Local holiday","Catalonia"
"Europe","Spain",2017-07-25,"Tuesday","Feast of Saint James the Apostle","Common Local holidays","CL, CN, GA, M, NA, PV"
"Europe","Spain",2017-07-28,"Friday","Day of the Institutions","Local holiday","Cantabria"
"Europe","Spain",2017-08-05,"Saturday","The Day of Our Lady of Africa","Local holiday","Ceuta"
"Europe","Spain",2017-08-13,"Sunday","The Day of Cantabria","Local holiday","Cantabria"
"Europe","Spain",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"Europe","Spain",2017-09-02,"Saturday","Day of the Independent City of Ceuta","Local holiday","Ceuta"
"Europe","Spain",2017-09-02,"Saturday","Eid-al-Adha","Local holiday","Ceuta, Melilla"
"Europe","Spain",2017-09-08,"Friday","Day of Asturias","Local holiday","Asturias"
"Europe","Spain",2017-09-08,"Friday","Day of Extremadura","Local holiday","Extremadura"
"Europe","Spain",2017-09-08,"Friday","Virgin of the Victory","Local holiday","Melilla"
