Date,long_date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
4/17/17,20170417,59,45,0,0,0
4/18/17,20170418,66,48,0.15,0,0
4/19/17,20170419,51,45,0.8,0,0
4/20/17,20170420,52,40,0.15,0,0
4/21/17,20170421,63,37,0,0,0
4/22/17,20170422,69,41,0,0,0
4/23/17,20170423,70,49,0,0,0
4/24/17,20170424,72,49,0.02,0,0
4/25/17,20170425,62,47,0.45,0,0
4/26/17,20170426,47,36,0.38,0,0
4/27/17,20170427,36,32,0.01,T,0
4/28/17,20170428,51,35,0,0,0
4/29/17,20170429,56,38,0,0,0
4/30/17,20170430,49,38,0.71,0,0
5/1/17,20170501,41,35,0.26,T,0
5/2/17,20170502,62,38,0.03,0,0
5/3/17,20170503,66,45,0,0,0
5/4/17,20170504,69,44,0,0,0
5/5/17,20170505,78,46,0,0,0
5/6/17,20170506,69,44,0,0,0
5/7/17,20170507,67,49,0,0,0
5/8/17,20170508,70,46,0.25,0,0
5/9/17,20170509,71,52,0.03,0,0
5/10/17,20170510,69,53,T,0,0
5/11/17,20170511,67,47,0,0,0
5/12/17,20170512,77,46,0,0,0
5/13/17,20170513,80,54,0,0,0
5/14/17,20170514,84,56,0,0,0
5/15/17,20170515,70,60,0.24,0,0
5/16/17,20170516,84,61,0.35,0,0
5/17/17,20170517,72,54,1.81,0,0
5/18/17,20170518,56,47,0.27,0,0
5/19/17,20170519,57,44,0,0,0
5/20/17,20170520,51,42,1.47,0,0
5/21/17,20170521,52,46,0.04,0,0
5/22/17,20170522,67,45,0.01,0,0
5/23/17,20170523,61,49,0.01,0,0
5/24/17,20170524,63,46,0,0,0
5/25/17,20170525,71,50,0.01,0,0
5/26/17,20170526,80,61,0,0,0
5/27/17,20170527,72,55,T,0,0
5/28/17,20170528,73,56,0.02,0,0
5/29/17,20170529,65,54,T,0,0
5/30/17,20170530,60,53,T,0,0
5/31/17,20170531,75,51,0,0,0
6/1/17,20170601,79,49,0,0,0
6/2/17,20170602,90,58,T,0,0
6/3/17,20170603,90,68,0,0,0
6/4/17,20170604,90,63,0,0,0
6/5/17,20170605,82,61,0,0,0
6/6/17,20170606,82,58,0,0,0
6/7/17,20170607,88,61,0.02,0,0
6/8/17,20170608,85,69,0,0,0
6/9/17,20170609,86,63,0,0,0
6/10/17,20170610,96,77,0,0,0
6/11/17,20170611,79,61,1.82,T,0
6/12/17,20170612,83,66,0.2,0,0
6/13/17,20170613,91,66,0.14,0,0
6/14/17,20170614,85,66,0.08,0,0
6/15/17,20170615,88,67,0,0,0
6/16/17,20170616,86,65,T,0,0
6/17/17,20170617,85,63,0.2,0,0
6/18/17,20170618,73,60,0.01,0,0
6/19/17,20170619,74,60,0,0,0
6/20/17,20170620,76,59,0.25,0,0
6/21/17,20170621,81,59,0,0,0
6/22/17,20170622,72,63,0.49,0,0
6/23/17,20170623,74,58,0,0,0
6/24/17,20170624,66,54,T,0,0
6/25/17,20170625,69,54,T,0,0
6/26/17,20170626,73,50,0,0,0
6/27/17,20170627,77,55,0,0,0
6/28/17,20170628,83,61,0.91,0,0
6/29/17,20170629,77,65,0,0,0
6/30/17,20170630,80,62,0.11,0,0
7/1/17,20170701,77,61,0.01,0,0
7/2/17,20170702,80,65,0,0,0
7/3/17,20170703,81,63,0,0,0
7/4/17,20170704,86,67,0,0,0
7/5/17,20170705,92,73,T,0,0
7/6/17,20170706,94,76,0,0,0
7/7/17,20170707,84,65,0,0,0
7/8/17,20170708,85,62,0,0,0
7/9/17,20170709,85,67,0.37,0,0
7/10/17,20170710,86,69,0,0,0
7/11/17,20170711,87,65,0,0,0
7/12/17,20170712,88,69,0.03,0,0
7/13/17,20170713,71,58,T,0,0
7/14/17,20170714,79,59,0,0,0
7/15/17,20170715,96,63,0,0,0
7/16/17,20170716,87,67,0,0,0
7/17/17,20170717,92,68,0.63,0,0
7/18/17,20170718,82,66,0.08,0,0
7/19/17,20170719,83,62,1.17,0,0
7/20/17,20170720,89,68,0,0,0
7/21/17,20170721,83,69,T,0,0
7/22/17,20170722,91,71,0,0,0
7/23/17,20170723,79,64,0,0,0
7/24/17,20170724,79,60,0,0,0
7/25/17,20170725,85,67,0.39,0,0
7/26/17,20170726,84,69,0.44,0,0
7/27/17,20170727,85,66,0,0,0
7/28/17,20170728,84,65,0,0,0
7/29/17,20170729,84,64,0,0,0
7/30/17,20170730,86,64,0,0,0
7/31/17,20170731,85,69,0,0,0
8/1/17,20170801,89,67,0,0,0
8/2/17,20170802,84,67,0,0,0
8/3/17,20170803,67,54,0.29,0,0
8/4/17,20170804,78,54,T,0,0
8/5/17,20170805,79,57,0.29,0,0
8/6/17,20170806,76,62,0.09,0,0
8/7/17,20170807,82,57,0,0,0
8/8/17,20170808,84,62,0,0,0
8/9/17,20170809,71,63,0.57,0,0
8/10/17,20170810,74,61,0.1,0,0
8/11/17,20170811,80,58,0,0,0
8/12/17,20170812,80,58,0,0,0
8/13/17,20170813,72,61,1,0,0
8/14/17,20170814,76,62,0.01,0,0
8/15/17,20170815,78,59,0,0,0
8/16/17,20170816,78,64,1.94,0,0
8/17/17,20170817,74,63,0.08,0,0
8/18/17,20170818,75,60,0.16,0,0
8/19/17,20170819,80,59,0,0,0
8/20/17,20170820,86,66,0,0,0
8/21/17,20170821,80,66,0.19,0,0
8/22/17,20170822,76,60,0,0,0
8/23/17,20170823,77,56,0,0,0
8/24/17,20170824,73,59,0.01,0,0
8/25/17,20170825,71,57,0.55,0,0
8/26/17,20170826,67,60,1.22,0,0
8/27/17,20170827,73,63,0.24,0,0
8/28/17,20170828,74,61,0,0,0
8/29/17,20170829,80,58,0,0,0
8/30/17,20170830,83,62,0.01,0,0
8/31/17,20170831,71,56,0,0,0
9/1/17,20170901,72,53,T,0,0
9/2/17,20170902,82,64,T,0,0
9/3/17,20170903,85,60,0,0,0
9/4/17,20170904,76,55,0.07,0,0
9/5/17,20170905,65,51,T,0,0
9/6/17,20170906,68,49,0,0,0
9/7/17,20170907,76,49,0,0,0
9/8/17,20170908,68,52,0,0,0
9/9/17,20170909,76,53,0,0,0
9/10/17,20170910,81,61,T,0,0
9/11/17,20170911,82,60,0,0,0
9/12/17,20170912,85,63,0,0,0
9/13/17,20170913,87,64,0,0,0
9/14/17,20170914,91,66,0,0,0
9/15/17,20170915,84,70,T,0,0
9/16/17,20170916,80,58,0.04,0,0
9/17/17,20170917,67,52,0,0,0
9/18/17,20170918,59,55,0.37,0,0
9/19/17,20170919,80,59,0,0,0
9/20/17,20170920,75,58,0.04,0,0
9/21/17,20170921,84,53,0,0,0
9/22/17,20170922,94,73,0,0,0
9/23/17,20170923,90,73,0,0,0
9/24/17,20170924,90,70,T,0,0
9/25/17,20170925,71,58,0.41,0,0
9/26/17,20170926,65,53,0.11,0,0
9/27/17,20170927,66,48,0,0,0
9/28/17,20170928,75,52,T,0,0
9/29/17,20170929,66,48,0,0,0
9/30/17,20170930,69,46,0,0,0
10/1/17,20171001,63,55,0.29,0,0
10/2/17,20171002,71,55,2.18,0,0
10/3/17,20171003,72,52,0.12,0,0
10/4/17,20171004,60,46,0,0,0
10/5/17,20171005,65,48,T,0,0
10/6/17,20171006,60,48,0.44,0,0
10/7/17,20171007,67,54,0.17,0,0
10/8/17,20171008,72,50,0,0,0
10/9/17,20171009,57,40,0,0,0
10/10/17,20171010,52,34,0,0,0
10/11/17,20171011,56,38,0,0,0
10/12/17,20171012,64,53,T,0,0
10/13/17,20171013,61,45,0,0,0
10/14/17,20171014,59,44,0.53,0,0
10/15/17,20171015,53,41,0.03,0,0
10/16/17,20171016,66,39,0,0,0
10/17/17,20171017,73,47,0,0,0
10/18/17,20171018,73,48,0,0,0
10/19/17,20171019,74,43,0,0,0
10/20/17,20171020,78,53,T,0,0
10/21/17,20171021,69,52,0.45,0,0
10/22/17,20171022,64,48,0,0,0
10/23/17,20171023,61,43,0,0,0
10/24/17,20171024,51,40,0,0,0
10/25/17,20171025,58,38,0,0,0
10/26/17,20171026,58,35,T,T,0
10/27/17,20171027,36,32,0.25,0.1,0
10/28/17,20171028,34,29,0,0,0
10/29/17,20171029,44,29,0.03,0,0
10/30/17,20171030,40,31,T,T,0
10/31/17,20171031,35,27,0,0,0
11/1/17,20171101,37,26,0.05,T,0
11/2/17,20171102,40,34,0,0,0
11/3/17,20171103,35,27,0.05,0.5,0
11/4/17,20171104,43,34,0.02,T,0
11/5/17,20171105,43,25,0.07,0,0
11/6/17,20171106,33,22,0,0,0
11/7/17,20171107,36,28,0,0,0
11/8/17,20171108,42,26,T,T,0
11/9/17,20171109,30,12,T,T,0
11/10/17,20171110,26,11,0.03,0.1,0
11/11/17,20171111,44,24,0,0,T
11/12/17,20171112,36,24,0,0,0
11/13/17,20171113,46,25,T,0,0
11/14/17,20171114,45,39,0.08,0,0
11/15/17,20171115,46,27,T,0,0
11/16/17,20171116,34,27,0,0,0
11/17/17,20171117,39,34,0.09,0,0
11/18/17,20171118,37,21,0,0,0
11/19/17,20171119,41,18,0,0,0
11/20/17,20171120,48,28,0,0,0
11/21/17,20171121,42,18,T,T,0
11/22/17,20171122,33,15,0,0,0
11/23/17,20171123,49,23,0,0,0
11/24/17,20171124,60,40,T,0,0
11/25/17,20171125,41,29,0,0,0
11/26/17,20171126,51,24,0,0,0
11/27/17,20171127,60,32,0,0,0
11/28/17,20171128,53,33,0,0,0
11/29/17,20171129,46,25,0,0,0
11/30/17,20171130,48,31,0,0,0
12/1/17,20171201,51,28,0,0,0
12/2/17,20171202,47,30,0,0,0
12/3/17,20171203,50,29,0,0,0
12/4/17,20171204,57,27,0.37,2.1,0
12/5/17,20171205,27,16,0.01,0.1,2
12/6/17,20171206,20,16,0.01,0.2,2
12/7/17,20171207,21,7,0,0,2
12/8/17,20171208,32,19,T,T,2
12/9/17,20171209,29,19,T,T,2
12/10/17,20171210,29,20,0,0,2
12/11/17,20171211,35,15,0.18,0.9,2
12/12/17,20171212,27,6,T,T,2
12/13/17,20171213,30,17,0.01,0.3,2
12/14/17,20171214,24,15,T,T,2
12/15/17,20171215,30,22,0.05,0.7,2
12/16/17,20171216,31,23,0,0,2
12/17/17,20171217,28,18,0,0,2
12/18/17,20171218,42,24,0,0,2
12/19/17,20171219,38,24,0,0,2
12/20/17,20171220,24,18,0.01,0.1,2
12/21/17,20171221,24,19,0,0,2
12/22/17,20171222,27,18,0,0,1
12/23/17,20171223,23,11,0,0,1
12/24/17,20171224,22,4,0.01,0.1,1
12/25/17,20171225,4,-6,T,T,1
12/26/17,20171226,1,-9,0,0,1
12/27/17,20171227,5,-8,0,0,1
12/28/17,20171228,11,3,0.09,1.3,1
12/29/17,20171229,4,-6,0.05,0.6,2
12/30/17,20171230,-6,-14,0,0,3
12/31/17,20171231,-5,-16,0,0,3
1/1/18,20180101,1,-14,0,0,3
1/2/18,20180102,15,-10,T,0.1,3
1/3/18,20180103,11,-3,0,0,3
1/4/18,20180104,2,-5,0,0,3
1/5/18,20180105,3,-10,0,0,2
1/6/18,20180106,14,-11,T,T,2
1/7/18,20180107,32,12,0,0,2
1/8/18,20180108,37,24,0,0,2
1/9/18,20180109,42,26,0,0,2
1/10/18,20180110,38,33,T,0,1
1/11/18,20180111,37,0,0.21,2.4,T
1/12/18,20180112,3,-10,0,0,2
1/13/18,20180113,5,-13,0,0,2
1/14/18,20180114,17,-10,0.17,3.3,2
1/15/18,20180115,14,1,T,T,5
1/16/18,20180116,8,-2,T,T,4
1/17/18,20180117,27,-1,0,0,4
1/18/18,20180118,41,21,0,0,4
1/19/18,20180119,44,27,0,0,3
1/20/18,20180120,42,24,0,0,1
1/21/18,20180121,39,32,0,0,1
1/22/18,20180122,35,26,1.03,12.4,1
1/23/18,20180123,28,18,T,T,11
1/24/18,20180124,27,10,0,0,9
1/25/18,20180125,28,24,0.01,0.1,9
1/26/18,20180126,47,26,0,0,8
1/27/18,20180127,34,20,0,0,4
1/28/18,20180128,20,12,T,T,3
1/29/18,20180129,17,4,0,0,3
1/30/18,20180130,30,1,0,0,3
1/31/18,20180131,32,7,0.13,2.1,5
2/1/18,20180201,7,-4,0,0,5
2/2/18,20180202,12,-7,0,0,4
2/3/18,20180203,19,9,0.15,2.5,4
2/4/18,20180204,9,-6,T,T,6
2/5/18,20180205,14,-4,T,T,6
2/6/18,20180206,10,-6,T,T,5
2/7/18,20180207,15,0,0.02,0.6,5
2/8/18,20180208,17,4,0.01,0.1,5
2/9/18,20180209,11,1,T,T,5
2/10/18,20180210,14,-1,0,0,5
2/11/18,20180211,21,-2,0,0,5
2/12/18,20180212,13,-2,0,0,5
2/13/18,20180213,30,7,0,0,5
2/14/18,20180214,43,17,0,0,5
2/15/18,20180215,38,14,T,T,4
2/16/18,20180216,20,0,0,0,3
2/17/18,20180217,38,20,0.01,T,3
2/18/18,20180218,45,19,0,0,3
2/19/18,20180219,27,19,0.13,0.8,2
2/20/18,20180220,21,8,0.05,0.3,2
2/21/18,20180221,20,2,0,0,2
2/22/18,20180222,30,7,0.3,3.3,2
2/23/18,20180223,32,16,0.15,2.3,8
2/24/18,20180224,30,5,0.51,6,7
2/25/18,20180225,30,15,T,T,10
2/26/18,20180226,44,14,0,0,9
2/27/18,20180227,47,22,0,0,8
2/28/18,20180228,45,22,0,0,7
3/1/18,20180301,41,23,0,0,6
3/2/18,20180302,40,17,0,0,5
3/3/18,20180303,45,33,0,0,5
3/4/18,20180304,42,33,0.07,0,3
3/5/18,20180305,38,28,0.34,3.6,1
3/6/18,20180306,34,22,0.07,1.1,5
3/7/18,20180307,29,12,0,0,5
3/8/18,20180308,31,12,0,0,5
3/9/18,20180309,35,18,0,0,5
3/10/18,20180310,35,23,T,T,4
3/11/18,20180311,36,30,0.01,0.1,4
3/12/18,20180312,40,21,0,0,3
3/13/18,20180313,37,23,0,0,2
3/14/18,20180314,46,23,0,0,2
3/15/18,20180315,39,28,0,0,2
3/16/18,20180316,41,23,0,0,2
3/17/18,20180317,50,25,0,0,2
3/18/18,20180318,43,25,0,0,2
3/19/18,20180319,45,32,0,0,1
3/20/18,20180320,33,23,0.08,0.4,T
3/21/18,20180321,38,21,0,0,T
3/22/18,20180322,43,29,0,0,T
3/23/18,20180323,43,27,0,0,T
3/24/18,20180324,42,29,0,0,T
3/25/18,20180325,43,29,0,0,T
3/26/18,20180326,40,32,0.38,0.8,1
3/27/18,20180327,48,33,0,0,T
3/28/18,20180328,52,29,T,0,T
3/29/18,20180329,42,22,0,0,0
3/30/18,20180330,43,24,0.14,1.8,0
3/31/18,20180331,35,13,0.1,1,2
4/1/18,20180401,31,12,0,0,1
4/2/18,20180402,34,21,0.14,1.5,T
4/3/18,20180403,30,18,0.57,7.5,4
4/4/18,20180404,30,8,0,0,6
4/5/18,20180405,40,13,0,0,5
4/6/18,20180406,26,14,T,T,3
4/7/18,20180407,32,12,0,0,3
4/8/18,20180408,32,16,0.11,1.2,2
4/9/18,20180409,38,22,T,0.1,3
4/10/18,20180410,41,31,T,T,2
4/11/18,20180411,48,28,0.03,0,1
4/12/18,20180412,52,32,0,0,T
4/13/18,20180413,41,30,0.31,1.1,0
4/14/18,20180414,30,22,0.79,11.1,1
4/15/18,20180415,28,22,0.22,3.5,10
4/16/18,20180416,36,22,T,0.1,11
4/17/18,20180417,43,23,0,0,9
4/18/18,20180418,40,30,T,T,7
4/19/18,20180419,53,25,0,0,5
4/20/18,20180420,53,28,0,0,3
4/21/18,20180421,60,36,0,0,1
4/22/18,20180422,64,34,0,0,T
4/23/18,20180423,71,42,0,0,T
4/24/18,20180424,66,43,0,0,0
4/25/18,20180425,61,35,0,0,0
4/26/18,20180426,66,45,0,0,0
4/27/18,20180427,65,39,T,0,0
4/28/18,20180428,58,37,0,0,0
4/29/18,20180429,69,38,0,0,0
4/30/18,20180430,84,54,0.04,0,0
5/1/18,20180501,72,57,0.43,0,0
5/2/18,20180502,68,49,0.04,0,0
5/3/18,20180503,75,55,T,0,0
5/4/18,20180504,78,53,0,0,0
5/5/18,20180505,83,56,0.08,0,0
5/6/18,20180506,77,53,0,0,0
5/7/18,20180507,86,60,0,0,0
5/8/18,20180508,72,59,0.37,0,0
5/9/18,20180509,65,55,0.11,0,0
5/10/18,20180510,60,45,0,0,0
5/11/18,20180511,53,47,0,0,0
5/12/18,20180512,61,46,0.01,0,0
5/13/18,20180513,73,44,0,0,0
5/14/18,20180514,75,58,0.18,0,0
5/15/18,20180515,78,52,0,0,0
5/16/18,20180516,87,55,0,0,0
5/17/18,20180517,85,59,0,0,0
5/18/18,20180518,84,58,0.01,0,0
5/19/18,20180519,72,51,0.02,0,0
5/20/18,20180520,73,46,0,0,0
5/21/18,20180521,71,59,0,0,0
5/22/18,20180522,76,57,0,0,0
5/23/18,20180523,84,62,0,0,0
5/24/18,20180524,92,68,0.61,0,0
5/25/18,20180525,90,66,0.16,0,0
5/26/18,20180526,94,67,0,0,0
5/27/18,20180527,91,67,0,0,0
5/28/18,20180528,100,73,0.01,0,0
5/29/18,20180529,94,68,0.89,0,0
5/30/18,20180530,74,66,0.07,0,0
5/31/18,20180531,86,64,0,0,0
6/1/18,20180601,81,64,0,0,0
6/2/18,20180602,71,59,0.17,0,0
6/3/18,20180603,70,58,0,0,0
6/4/18,20180604,87,56,0,0,0
6/5/18,20180605,80,61,0,0,0
6/6/18,20180606,80,62,0.21,0,0
6/7/18,20180607,79,59,T,0,0
6/8/18,20180608,74,65,0.01,0,0
6/9/18,20180609,72,63,0.22,0,0
6/10/18,20180610,77,64,0,0,0
6/11/18,20180611,74,62,0.04,0,0
6/12/18,20180612,81,63,0,0,0
6/13/18,20180613,81,58,0.01,0,0
6/14/18,20180614,82,64,T,0,0
6/15/18,20180615,95,68,T,0,0
6/16/18,20180616,88,70,0.76,0,0
6/17/18,20180617,91,72,0.18,0,0
6/18/18,20180618,78,68,0.4,0,0
6/19/18,20180619,70,62,0.59,0,0
6/20/18,20180620,80,65,0,0,0
6/21/18,20180621,78,66,0,0,0
6/22/18,20180622,82,63,0,0,0
6/23/18,20180623,82,64,0,0,0
6/24/18,20180624,81,67,0.09,0,0
6/25/18,20180625,83,67,T,0,0
6/26/18,20180626,73,64,1.1,0,0
6/27/18,20180627,82,65,0,0,0
6/28/18,20180628,86,67,0,0,0
6/29/18,20180629,99,74,0,0,0
6/30/18,20180630,89,75,T,0,0
7/1/18,20180701,75,63,1.16,0,0
7/2/18,20180702,88,66,0,0,0
7/3/18,20180703,87,70,0.02,0,0
7/4/18,20180704,83,71,0.67,0,0
7/5/18,20180705,83,68,0,0,0
7/6/18,20180706,82,63,0,0,0
7/7/18,20180707,85,68,0,0,0
7/8/18,20180708,90,71,0,0,0
7/9/18,20180709,90,72,T,0,0
7/10/18,20180710,85,68,T,0,0
7/11/18,20180711,92,69,0,0,0
7/12/18,20180712,95,73,2.13,0,0
7/13/18,20180713,83,72,0.08,0,0
7/14/18,20180714,87,69,0,0,0
7/15/18,20180715,89,71,0,0,0
7/16/18,20180716,86,64,0,0,0
7/17/18,20180717,81,65,T,0,0
7/18/18,20180718,82,64,0,0,0
7/19/18,20180719,73,65,0.08,0,0
7/20/18,20180720,82,65,0.09,0,0
7/21/18,20180721,84,63,0,0,0
7/22/18,20180722,83,64,0,0,0
7/23/18,20180723,85,65,0,0,0
7/24/18,20180724,85,64,0,0,0
7/25/18,20180725,83,66,T,0,0
7/26/18,20180726,73,61,0.08,0,0
7/27/18,20180727,80,58,0,0,0
7/28/18,20180728,82,58,0.13,0,0
7/29/18,20180729,82,59,T,0,0
7/30/18,20180730,87,61,0,0,0
7/31/18,20180731,87,64,0,0,0
8/1/18,20180801,80,59,0.23,0,0
8/2/18,20180802,72,57,0,0,0
8/3/18,20180803,85,61,1.02,0,0
8/4/18,20180804,78,71,0.04,0,0
8/5/18,20180805,85,72,0,0,0
8/6/18,20180806,84,67,0,0,0
8/7/18,20180807,80,68,T,0,0
8/8/18,20180808,90,64,0,0,0
8/9/18,20180809,90,71,0,0,0
8/10/18,20180810,90,67,0,0,0
8/11/18,20180811,88,69,0,0,0
8/12/18,20180812,89,69,0,0,0
8/13/18,20180813,92,71,0,0,0
8/14/18,20180814,91,73,0,0,0
8/15/18,20180815,89,67,0,0,0
8/16/18,20180816,89,69,0,0,0
8/17/18,20180817,86,68,0,0,0
8/18/18,20180818,86,66,0,0,0
8/19/18,20180819,86,66,0,0,0
8/20/18,20180820,79,66,0.09,0,0
8/21/18,20180821,77,62,0,0,0
8/22/18,20180822,84,57,0,0,0
8/23/18,20180823,81,60,0,0,0
8/24/18,20180824,72,65,1.05,0,0
8/25/18,20180825,78,65,0,0,0
8/26/18,20180826,85,67,T,0,0
8/27/18,20180827,84,66,0.15,0,0
8/28/18,20180828,66,56,0.18,0,0
8/29/18,20180829,72,52,0,0,0
8/30/18,20180830,77,55,T,0,0
8/31/18,20180831,85,68,0.07,0,0
9/1/18,20180901,88,72,0,0,0
9/2/18,20180902,82,68,0.25,0,0
9/3/18,20180903,76,68,0.02,0,0
9/4/18,20180904,76,67,1.18,0,0
9/5/18,20180905,73,57,0.02,0,0
9/6/18,20180906,74,52,0,0,0
9/7/18,20180907,77,55,0,0,0
9/8/18,20180908,74,57,0,0,0
9/9/18,20180909,73,54,0,0,0
9/10/18,20180910,79,54,0,0,0
9/11/18,20180911,83,62,0,0,0
9/12/18,20180912,84,69,0,0,0
9/13/18,20180913,85,63,0,0,0
9/14/18,20180914,88,69,0,0,0
9/15/18,20180915,92,70,0,0,0
9/16/18,20180916,90,72,0,0,0
9/17/18,20180917,81,60,0.9,0,0
9/18/18,20180918,66,60,0.66,0,0
9/19/18,20180919,64,59,0.18,0,0
9/20/18,20180920,68,59,3.28,0,0
9/21/18,20180921,64,48,0.01,0,0
9/22/18,20180922,67,45,0,0,0
9/23/18,20180923,76,51,0,0,0
9/24/18,20180924,76,57,0.27,0,0
9/25/18,20180925,59,48,0.1,0,0
9/26/18,20180926,62,44,0,0,0
9/27/18,20180927,62,48,T,0,0
9/28/18,20180928,56,39,0,0,0
9/29/18,20180929,49,36,0,0,0
9/30/18,20180930,55,46,0,0,0
10/1/18,20181001,50,44,0.34,0,0
10/2/18,20181002,54,49,T,0,0
10/3/18,20181003,79,40,0.61,0,0
10/4/18,20181004,49,35,0.22,0,0
10/5/18,20181005,51,42,0.11,0,0
10/6/18,20181006,49,42,0,0,0
10/7/18,20181007,52,45,0.05,0,0
10/8/18,20181008,54,47,0.34,0,0
10/9/18,20181009,50,45,1.04,0,0
10/10/18,20181010,51,37,0.14,0,0
10/11/18,20181011,39,32,0.01,T,0
10/12/18,20181012,46,31,0,0,0
10/13/18,20181013,54,35,0,0,0
10/14/18,20181014,42,32,0.09,0.3,0
10/15/18,20181015,45,30,0,0,0
10/16/18,20181016,56,39,0,0,0
10/17/18,20181017,50,34,0,0,0
10/18/18,20181018,72,33,0,0,0
10/19/18,20181019,65,49,0.02,0,0
10/20/18,20181020,49,31,T,T,0
10/21/18,20181021,59,28,0,0,0
10/22/18,20181022,61,33,0,0,0
10/23/18,20181023,49,32,0,0,0
10/24/18,20181024,54,31,0,0,0
10/25/18,20181025,55,43,T,0,0
10/26/18,20181026,50,45,0.29,0,0
10/27/18,20181027,53,44,0.13,0,0
10/28/18,20181028,57,44,T,0,0
10/29/18,20181029,49,37,0.01,0,0
10/30/18,20181030,54,40,0,0,0
10/31/18,20181031,54,37,0,0,0
11/1/18,20181101,51,34,0,0,0
11/2/18,20181102,48,33,0,0,0
11/3/18,20181103,47,35,0.02,0,0
11/4/18,20181104,39,36,0.17,T,0
11/5/18,20181105,45,37,0.3,0,0
11/6/18,20181106,43,29,0.3,0.1,0
11/7/18,20181107,33,25,0.02,0.5,1
11/8/18,20181108,28,22,0.06,0.7,T
11/9/18,20181109,24,15,0.01,0.3,1
11/10/18,20181110,23,11,T,T,1
11/11/18,20181111,30,21,T,T,1
11/12/18,20181112,23,12,T,T,1
11/13/18,20181113,23,7,0,0,T
11/14/18,20181114,43,16,0,0,T
11/15/18,20181115,44,29,0.01,0,0
11/16/18,20181116,35,26,0.01,0.1,T
11/17/18,20181117,29,14,T,T,T
11/18/18,20181118,27,6,0,0,T
11/19/18,20181119,30,20,T,T,T
11/20/18,20181120,33,12,T,T,T
11/21/18,20181121,32,24,T,T,0
11/22/18,20181122,37,27,0,0,0
11/23/18,20181123,46,35,0.27,0,0
11/24/18,20181124,40,30,0.06,0,0
11/25/18,20181125,30,17,0,0,0
11/26/18,20181126,24,15,T,T,0
11/27/18,20181127,25,13,T,T,0
11/28/18,20181128,27,15,0.12,1.4,0
11/29/18,20181129,31,25,0.1,0.9,2
11/30/18,20181130,33,29,0,0,2
12/1/18,20181201,34,28,0.2,2.3,2
12/2/18,20181202,34,28,0.04,0.5,4
12/3/18,20181203,28,24,T,T,4
12/4/18,20181204,24,22,T,T,4
12/5/18,20181205,29,22,T,0.1,4
12/6/18,20181206,22,8,T,T,4
12/7/18,20181207,27,6,T,0.1,4
12/8/18,20181208,27,9,0,0,4
12/9/18,20181209,29,14,0,0,4
12/10/18,20181210,25,14,0.01,T,4
12/11/18,20181211,27,12,0,0,4
12/12/18,20181212,29,23,T,0,4
12/13/18,20181213,32,23,0,0,4
12/14/18,20181214,39,23,0,0,4
12/15/18,20181215,43,20,0,0,4
12/16/18,20181216,46,31,0,0,3
12/17/18,20181217,36,24,0,0,3
12/18/18,20181218,43,27,0,0,2
12/19/18,20181219,42,32,0,0,1
12/20/18,20181220,37,28,0.01,T,T
12/21/18,20181221,28,23,0,0,T
12/22/18,20181222,32,25,0.01,0.3,T
12/23/18,20181223,31,19,T,T,T
12/24/18,20181224,26,15,0,0,T
12/25/18,20181225,28,19,0,0,T
12/26/18,20181226,33,21,0.3,2.3,T
12/27/18,20181227,37,33,0.95,0.6,2
12/28/18,20181228,33,13,T,0.2,T
12/29/18,20181229,16,9,T,0.1,T
12/30/18,20181230,32,14,0,0,T
12/31/18,20181231,32,11,0.01,0.2,T
1/1/19,20190101,11,0,0,0,T
1/2/19,20190102,26,2,T,T,T
1/3/19,20190103,41,20,0,0,T
1/4/19,20190104,47,28,0,0,T
1/5/19,20190105,47,27,0,0,T
1/6/19,20190106,38,24,0,0,T
1/7/19,20190107,42,34,0,0,T
1/8/19,20190108,38,11,0,0,T
1/9/19,20190109,16,6,0,0,T
1/10/19,20190110,24,10,0,0,0
1/11/19,20190111,33,18,0,0,0
1/12/19,20190112,31,21,0,0,0
1/13/19,20190113,35,28,0,0,0
1/14/19,20190114,32,29,T,T,0
1/15/19,20190115,33,20,T,0,0
1/16/19,20190116,21,7,0,0,0
1/17/19,20190117,24,14,T,T,T
1/18/19,20190118,14,6,0.01,0.2,0
1/19/19,20190119,11,-1,0,0,T
1/20/19,20190120,11,-5,0,0,T
1/21/19,20190121,18,0,T,T,T
1/22/19,20190122,20,10,0.03,0.7,1
1/23/19,20190123,24,9,T,T,1
1/24/19,20190124,20,-8,T,0.4,1
1/25/19,20190125,5,-9,0,0,1
1/26/19,20190126,11,-4,0.05,0.4,1
1/27/19,20190127,6,-9,0.23,2.4,1
1/28/19,20190128,13,-1,0.13,2.6,4
1/29/19,20190129,-1,-25,T,T,5
1/30/19,20190130,-13,-28,0,0,5
1/31/19,20190131,-3,-23,T,0.1,5
2/1/19,20190201,17,-3,T,T,4
2/2/19,20190202,39,12,0,0,4
2/3/19,20190203,39,32,0.01,0,2
2/4/19,20190204,33,2,0.06,T,1
2/5/19,20190205,13,2,0.31,4.1,T
2/6/19,20190206,21,12,0.03,0.4,4
2/7/19,20190207,20,-5,0.37,5.9,4
2/8/19,20190208,1,-11,0,0,9
2/9/19,20190209,8,-12,0,0,8
2/10/19,20190210,18,6,0.25,5.9,8
