"","name","AreaSqKm","state"
"690","Eagle Lake",0.717,"MN"
"691","Albert Lake",0.208,"MN"
"692","West Lake",0.099,"MN"
"693","Wilson Lake",0.119,"MN"
"694","Rose Lake",0.212,"MN"
"695","Berthiaume Lake",0.08959889,"MN"
"696","Little Bass Lake",0.147,"MN"
"697","Knights Lake",0.537,"MN"
"698","Zimmerman Lake",0.041,"MN"
"699","Kenu Lake",0.605,"MN"
"700","Pickerel Lake",0.231,"MN"
"701","Pooles Lake",0.30244657,"MN"
"702","Malardi Lake",0.394,"MN"
"703","Twin Lakes",0.08,"MN"
"704","Birch Lake",0.379,"MN"
"705","Carlson Lake",0.357,"MN"
"706","Upper Dean Lake",1.006,"MN"
"707","Goose Lake",0.161,"MN"
"708","Beaver Lodge Reservoir",0.143,"MN"
"709","Fletcher Creek Impoundment",0.026,"MN"
"710","Lower Twin Lake",0.203,"MN"
"711","George Lake",0.35,"MN"
"712","Cedar Lake",0.615,"MN"
"713","Boyd Lake",0.358,"MN"
"714","Maple Lake",0.275,"MN"
"715","Tiny Lake",0.074,"MN"
"716","Constance Lake",0.653,"MN"
"717","Thompson Lake",0.068,"MN"
"718","Loon Lake",0.137,"MN"
"719","Long Lake",0.457,"MN"
"720","Stan Lake",0.514,"MN"
"721","Kerry Lake",0.149,"MN"
"722","Horseshoe Lake",0.096,"MN"
"723","Sunfish Lake",0.075,"MN"
"724","Knieff Lake",0.174,"MN"
"725","Berglund Lake",0.12,"MN"
"726","Dogfish Lake",0.229,"MN"
"727","Mud Lake",0.522,"MN"
"728","Swede Lake",1.261,"MN"
"729","Mud Lake",0.045,"MN"
"730","Tame Fish Lake",0.49,"MN"
"731","Wicks Lake",0.513,"MN"
"732","Sanders Lake",0.054,"MN"
"733","Sunset Lake",0.888,"MN"
"734","South Walnut Lake",1.377,"MN"
"735","Green Mountain Lake",0.645,"MN"
"736","Little Spruce Lake",0.128,"MN"
"737","Spruce Lake",0.248,"MN"
"738","Park Lake",0.135,"MN"
"739","Born Lake",0.192,"MN"
"740","Benton Lake",0.192,"MN"
"741","Lundberg Slough",0.04,"MN"
"742","Camp Lake",0.045,"MN"
"743","Browns Lake",0.353,"MN"
"744","Camel Lake",0.054,"MN"
"745","Rice Lake",1.162,"MN"
"746","Little Too Much Lake",0.313,"MN"
"747","Dummer Lake",0.125,"MN"
"748","Long Lake",0.135,"MN"
"749","Spring Lake",0.441,"MN"
"750","Twin Lakes",0.036,"MN"
"751","Horseshoe Lake",0.122,"MN"
"752","Townhall Lake",0.022,"MN"
"753","Anderson Lake",0.093,"MN"
"754","Two Island Lake",0.132,"MN"
"755","Kelly Lake",0.021,"MN"
"756","Van Patter Lake",0.137,"MN"
"757","Alex Lake",0.048,"MN"
"758","Maple Lake",0.99,"MN"
"759","Graham Lake",0.316,"MN"
"760","Sheas Lake",0.036,"MN"
"761","Beason Lake",0.01,"MN"
"762","Buss Lake",0.487,"MN"
"763","Blackwater Lake",0.11,"MN"
"764","Spring Lake",0.076,"MN"
"765","Camp Five Lakes",0.082,"MN"
"766","Krilwitz Lake",0.063,"MN"
"767","Paine Pond",0.029,"MN"
"768","Pool 19",0.11653599,"MN"
"769","Guile Lake",0.363,"MN"
"770","Gaystock Lake",0.186,"MN"
"771","Little Moose Lake",1.164,"MN"
"772","Boy Lake",0.192,"MN"
"773","Forest Lake",0.149,"MN"
"774","Schutz Lake",0.423,"MN"
"775","Otter Lake",0.246,"MN"
"776","Adele Lake",0.086,"MN"
"777","Day Lake",0.209,"MN"
"778","English Lake",0.02,"MN"
"779","Logging Sleigh Lake",0.029,"MN"
"780","Atikwa Lake",0.001,"MN"
"781","Hanson Lake",0.354,"MN"
"782","Jay Gould Lake",2.15172427,"MN"
"783","Lee Lake",0.105,"MN"
"784","West Smith Lake",0.132,"MN"
"785","Carpics Lake",0.135,"MN"
"786","Billo Lake",0.055,"MN"
"787","Cemetery Lake",0.051,"MN"
"788","Sandhill Lake",0.777,"MN"
"789","Baker Lake",0.042,"MN"
"790","Chamberlin Lake",0.04,"MN"
"791","Shelly Lake",0.474,"MN"
"792","Pear Lake",0.037,"MN"
"793","Little Ole Lake",0.208,"MN"
"794","Gifford Lake",0.36,"MN"
"795","Firemens Clayhole",0.03095687,"MN"
"796","Peter Lake",0.198,"MN"
"797","Little Long Lake",1.113,"MN"
"798","Cad Lake",0.072,"MN"
"799","Cantlin Lake",0.46,"MN"
"800","Maple Lake",0.146,"MN"
"801","Hennessey Lake",0.107,"MN"
"802","Isaac Lake",0.351,"MN"
"803","Allan Lake",0.529,"MN"
"804","Lake Linden",0.005,"MN"
"805","Wolsfeld Lake",0.148,"MN"
"806","Rice Lake",0.195,"MN"
"807","Cranberry Lake",0.014,"MN"
"808","Previs Lake",0.059,"MN"
"809","Bosely Lake",0.188,"MN"
"810","Blue Rock Lake",0.049,"MN"
"811","Pilot Knob Lake",0.065,"MN"
"812","Nyssens Lake",0.036,"MN"
"813","Cook Lake",0.09,"MN"
"814","Munzer Lake",0.409,"MN"
"815","Island Lake",0.24,"MN"
"816","Little Trout Lake",0.343,"MN"
"817","Mooney Lake",0.446,"MN"
"818","Whispering Lake",0.03,"MN"
"819","Lebarge Lake",0.106,"MN"
"820","Mud Lake",0.02555181,"MN"
"821","Lake Laura",0.141,"MN"
"822","Twin Lakes",0.307,"MN"
"823","Clear Lake",2.556,"MN"
"824","Baxter Lake",0.31,"MN"
"825","Skeeter Lake",0.132,"MN"
"826","Courtney Lake",0.089,"MN"
"827","Finley Lake",0.133,"MN"
"828","Basil Lake",1.133,"MN"
"829","Grass Lake",0.621,"MN"
"830","Eddy Lake",0.04,"MN"
"831","Lily Lake",0.202,"MN"
"832","Clearwater Lake",0.287,"MN"
"833","Brush Shanty Lake",0.622,"MN"
"834","Pomerleau Lake",0.113,"MN"
"835","Buckeye Lake",0.075,"MN"
"836","Hunter Lake",0.62,"MN"
"837","Nickel Lake",0.053,"MN"
"838","Jeffers Wildlife Pond",0.026,"MN"
"839","Little Inky Lake",0.201,"MN"
"840","Vee Lake",0.548,"MN"
"841","Mud Lake",0.068,"MN"
"842","Neill Lake",0.152,"MN"
"843","McKinley Lake",0.082,"MN"
"844","Jaques Lake",0.17,"MN"
"845","McMahon Lake",0.489,"MN"
"846","Anderson Lakes",0.226,"MN"
"847","Eagle Lake",1.142,"MN"
"848","Lindgren Lake",0.213,"MN"
"849","Moonshine Lake",0.057,"MN"
"850","Larson Lake",0.733,"MN"
"851","French Lake",3.535,"MN"
"852","Bush Lake",0.707,"MN"
"853","Mirror Lake",0.081,"MN"
"854","Mill Pond",0.045,"MN"
"855","Round Lake",0.725,"MN"
"856","Bass Lake",0.383,"MN"
"857","Dudley Lake",0.50842879,"MN"
"858","Rat Lake",0.213,"MN"
"859","Little Horseshoe Lake",0.049,"MN"
"860","Wilson Lake",0.349,"MN"
"861","Hope Lake",0.027,"MN"
"862","Candy Lake",0.056,"MN"
"863","Hectorine Lake",0.583,"MN"
"864","Crystal Lake",0.299,"MN"
"865","Oxbow Lake",0.11,"MN"
"866","Sampson Lake",0.07,"MN"
"867","Coppersmith Lake",0.04,"MN"
"868","Porcupine Lake",0.204,"MN"
"869","Sand Lake",0.459,"MN"
"870","Moose Lake",0.643,"MN"
"871","Thirtyone Lake",0.159,"MN"
"872","Penn Lake",0.135,"MN"
"873","Mora Lake",0.24,"MN"
"874","Scooty Lake",0.68,"MN"
"875","Buttonbox Lake",0.324,"MN"
"876","Cannon River Reservoir",0.18258558,"MN"
"877","Christmas Lake",0.103,"MN"
"878","Little Bear Lake",0.511,"MN"
"879","Mud Lake",0.21,"MN"
"880","Kennedy Lake",0.407,"MN"
"881","Bear Lake",1.396,"MN"
"882","Boot Lake",0.307,"MN"
"883","Spring Lake",0.068,"MN"
"884","Neds Lake",0.646,"MN"
"885","Lost Lake",0.041,"MN"
"886","Bog Lake",0.103,"MN"
"887","Culp Lake",0.28,"MN"
"888","Respite Lake",1.116,"MN"
"889","Cedar Bog Lake",0.014,"MN"
"890","Cold Lake",0.636,"MN"
"891","Long Lake",0.116,"MN"
"892","Little Lake Johanna",0.069,"MN"
"893","Devil Lake",0.267,"MN"
"894","Wolf Lake",0.583,"MN"
"895","McCarthy Lake",0.006,"MN"
"896","Karth Lake",0.07,"MN"
"897","Holland Lake",0.137,"MN"
"898","Baldwin Lake",0.738,"MN"
"899","Sandabacka Lake",0.112,"MN"
"900","McDonough Lake",0.071,"MN"
"901","Boot Lake",0.367,"MN"
"902","Twin Lakes",0.062,"MN"
"903","Little Coon Lake",0.349,"MN"
"904","Beauty Lake",0.261,"MN"
"905","Rickert Lake",0.082,"MN"
"906","Twin Lake",0.137,"MN"
"907","Vadnais Lake",1.534,"MN"
"908","Beauty Lake",0.885,"MN"
"909","Edward Lake",0.423,"MN"
"910","Stark Lake",0.062,"MN"
"911","Gilfillan Lake",0.409,"MN"
"912","Sherman Lake",0.058,"MN"
"913","Featherbed Lake",0.08,"MN"
"914","Phairs Lake",0.546,"MN"
"915","Round Lake",0.074,"MN"
"916","Willow Lake",0.12,"MN"
"917","Leech Lake",0.069,"MN"
"918","Sand Lake",0.372,"MN"
"919","Section One Lake",0.081,"MN"
"920","Skinny Lake",0.685,"MN"
"921","Casey Lake",0.054,"MN"
"922","Upper Pine Lake",0.915,"MN"
"923","Elbow Lake",0.4,"MN"
"924","Snowshoe Lake",0.047,"MN"
"925","Kick Lake",0.032,"MN"
"926","Charlie Bear Lake",0.056,"MN"
"927","Upstead Lake",0.248,"MN"
"928","Long Lake",0.196,"MN"
"929","Long Lake",0.068,"MN"
"930","Arm Lake",0.182,"MN"
"931","Lake Jane",0.629,"MN"
"932","Mann Lake",0.325,"MN"
"933","Skunk Lake",0.05,"MN"
"934","Gabrielson Lake",0.062,"MN"
"935","Holcroft Lake",0.399,"MN"
"936","Helen Lake",0.232,"MN"
"937","Elwell Lake",0.064,"MN"
"938","Twin Lake",0.055,"MN"
"939","Lake Ellen",0.055,"MN"
"940","Dog Lake",0.13,"MN"
"941","Maple Marsh Lake",0.135,"MN"
"942","Sunfish Lake",0.029,"MN"
"943","Pine Lake",0.184,"MN"
"944","Marius Lake",0.432,"MN"
"945","West Boot Lake",0.165,"MN"
"946","Bolton Lake",0.161,"MN"
"947","Rice Lake",0.632,"MN"
"948","Second Lake",0.168,"MN"
"949","Kettle Lake",1.06659331,"MN"
"950","Mesaba Park Lake",0.159,"MN"
"951","Mudge Lake",0.319,"MN"
"952","Surprise Lake",0.249,"MN"
"953","Neshonoc Lake",2.45597255,"MN"
"954","Lauer Lake",0.067,"MN"
"955","Henry Lake",0.255,"MN"
"956","Gut Lake",0.241,"MN"
"957","Trillium Lake",0.607,"MN"
"958","Ryan Lake",0.176,"MN"
"959","Bertha Lake",1.362,"MN"
"960","Grass Lake",0.261,"MN"
"961","Fish Lake",0.373,"MN"
"962","Caraway Lake",0.122,"MN"
"963","Diamond Lake",0.293,"MN"
"964","Diamond Lake",0.203,"MN"
"965","Valentine Lake",0.221,"MN"
"966","Hurley Lake",0.023,"MN"
"967","Wallace Lake",0.107,"MN"
"968","Pacitto Lake",0.167,"MN"
"969","Rice Portage Lake",0.462,"MN"
"970","Rice Lake",0.018,"MN"
"971","Daniels Flowage",0.028,"MN"
"972","Jaskari Lake",0.086,"MN"
"973","Martin Lake",0.264,"MN"
"974","Wyckstrom Lake",0.012,"MN"
"975","Erickson Flowage",0.04773208,"MN"
"976","Finger Lake",0.268,"MN"
"977","Indian Slough",0.25,"MN"
"978","Lake O' the Dalles",0.101,"MN"
"979","Lost Lake",0.555,"MN"
"980","Pot Hole Lake",0.033,"MN"
"981","T Lake",0.055,"MN"
"982","Fuhrman Lake",0.085,"MN"
"983","Aerie Lake",0.579,"MN"
"984","Shank Lake",0.062,"MN"
"985","Crooked Lake",0.39,"MN"
"986","Maple Leaf Lake",0.397,"MN"
"987","Majestic Lake",0.196,"MN"
"988","Pickerel Slough",0.129,"MN"
"989","Gabrielson Lake",0.158,"MN"
"990","Bob Lake",0.308,"MN"
"991","Carlson Lake",0.443,"MN"
"992","Lotus Lake",0.958,"MN"
"993","Ellofson Lake",0.039,"MN"
"994","Zalensky Pond",0.013,"MN"
"995","Oak Lake",1.87,"MN"
"996","Wild Rice Lake",0.222,"MN"
"997","Borg Lake",0.067,"MN"
"998","Little Sandy Lake",0.36320744,"MN"
"999","Spring Lake",0.0291107,"MN"
"1000","Round Lake",0.843,"MN"
"1001","Lake Margaret",0.131,"MN"
"1002","Twin Lakes",0.263,"MN"
"1003","Pine Lake",0.241,"MN"
"1004","Sandberg Flowage",0.03085848,"MN"
"1005","Lake Hendricks",0.185,"MN"
"1006","Flodin Lake",0.118,"MN"
"1007","Salo Lake",0.418,"MN"
"1008","Bamber Lake",0.24334975,"MN"
"1009","Larsen Lake",0.094,"MN"
"1010","Land Lake",0.043,"MN"
"1011","Lake Five",0.092,"MN"
"1012","Mud Lake",0.045,"MN"
"1013","Loveless Lake",0.532,"MN"
"1014","Sunset Lake",0.272,"MN"
"1015","Fountain Lake",0.142,"MN"
"1016","Mud Lake",0.062,"MN"
"1017","Central Lakes",0.006,"MN"
"1018","North Fish Lake",0.276,"MN"
"1019","Fawn Lake",0.09673067,"MN"
"1020","Mallard Lake",0.018,"MN"
"1021","Seasted Lake",0.114,"MN"
"1022","Kinney Lake",0.072,"MN"
"1023","Elbow Lake",0.555,"MN"
"1024","Leora Lake",1.041,"MN"
"1025","Schisler Lake",0.29,"MN"
"1026","Summerfield Lake",0.096,"MN"
"1027","Park Lake",0.095,"MN"
"1028","South Twin Lake",0.289,"MN"
"1029","Clover Lake",0.036,"MN"
"1030","Wilson Lake",0.208,"MN"
"1031","Dahl Lake",0.133,"MN"
"1032","Lake Anne",0.033,"MN"
"1033","West Bass Lake",0.655,"MN"
"1034","Round Lake",0.052,"MN"
"1035","Gibson Lake",0.17,"MN"
"1036","East Bass Lake",0.846,"MN"
"1037","Lost Lake",0.225,"MN"
"1038","Ward Lake",0.333,"MN"
"1039","Little Bass Lake",0.066,"MN"
"1040","Tula Lake",0.06,"MN"
"1041","Wolfpack Lake",0.152,"MN"
"1042","Lamont Lake",0.354,"MN"
"1043","Pot Lake",0.045,"MN"
"1044","Sabin Lake",1.211,"MN"
"1045","Ice House Lake",0.024,"MN"
"1046","Owl Lake",0.554,"MN"
"1047","Tucker Lake",0.195,"MN"
"1048","Horseshoe Lake",0.066,"MN"
"1049","Peterson Lake",0.344,"MN"
"1050","Cooks Lake",0.407,"MN"
"1051","Ann Lake",0.115,"MN"
"1052","Benach Lake",0.061,"MN"
"1053","Twin Lakes",0.266,"MN"
"1054","Kent Lake",0.142,"MN"
"1055","Cranberry Lake",0.323,"MN"
"1056","Kumpula Lake",0.271,"MN"
"1057","Floyd Lake",0.029,"MN"
"1058","Hart Lake",0.193,"MN"
"1059","Bass Lake",0.058,"MN"
"1060","Grass Lake",0.079,"MN"
"1061","Round Lake",0.106,"MN"
"1062","Bootleg Lake",1.39421381,"MN"
"1063","Little Beartrack Lake",0.189,"MN"
"1064","Silver Lake",0.118,"MN"
"1065","North Pipe Lake",0.261,"MN"
"1066","Pratt Lake",0.077,"MN"
"1067","Achundo Lake",0.111,"MN"
"1068","Buck Lake",0.269,"MN"
"1069","Bass Lake",0.151,"MN"
"1070","Boner Lake",0.316,"MN"
"1071","Heikkilla Lake",0.52,"MN"
"1072","Staples Lake",1.374,"MN"
"1073","Mirror Lake",0.078,"MN"
"1074","Little Birch Lake",0.254,"MN"
"1075","Soroll Lake",0.134,"MN"
"1076","Glenmore Lake",0.183,"MN"
"1077","Lower Twin Lake",0.448,"MN"
"1078","Adolf Lake",0.045,"MN"
"1079","Meander Lake",0.395,"MN"
"1080","Boulder Lake",0.247,"MN"
"1081","Mantle Lake",0.115,"MN"
"1082","Scott Lake",0.309,"MN"
"1083","Peacock Lake",0.06,"MN"
"1084","Dent Lake",0.344,"MN"
"1085","Star Lake",0.141,"MN"
"1086","Mud Lake",0.622,"MN"
"1087","Spratt Lake",0.18,"MN"
"1088","Miners Lake",0.289,"MN"
"1089","Mud Lake",0.105,"MN"
"1090","Durand Lake",0.131,"MN"
"1091","Kaunonen Lake",0.049,"MN"
"1092","Profit Lake",0.052,"MN"
"1093","Horseshoe Lake",0.459,"MN"
"1094","Behr Lake",0.159,"MN"
"1095","Hush Lake",0.074,"MN"
"1096","Wail Lake",0.092,"MN"
"1097","Buck Lake",0.07,"MN"
"1098","Little Crab Lake",0.237,"MN"
"1099","Jackfish Hole",0.1,"MN"
"1100","Lost Lake",0.08,"MN"
"1101","Crab Lake",2.67e-06,"MN"
"1102","Alden Lake",0.762,"MN"
"1103","Silaca Lake",0.169,"MN"
"1104","Blizzard Lake",0.1057229,"MN"
"1105","Skip Lake",0.089,"MN"
"1106","Little Alden Lake",0.377,"MN"
"1107","Lost Lake",0.157,"MN"
"1108","Toikka Lake",0.034,"MN"
"1109","Scout Lake",0.122,"MN"
"1110","Sock Lake",0.097,"MN"
"1111","Purvis Lake",0.203,"MN"
"1112","Marion Lake",0.055,"MN"
"1113","Keneu Lake",0.13320119,"MN"
"1114","Hook Lake",0.3243104,"MN"
"1115","Spring Lake",0.088,"MN"
"1116","Dorer Pools",0.019,"MN"
"1117","Round Lake",0.135,"MN"
"1118","Three Bucks Lakes",0.008,"MN"
"1119","Twin Lakes",0.79231484,"MN"
"1120","Garrett Lake",0.276,"MN"
"1121","Welsh Lake",0.214,"MN"
"1122","Scott Lake",0.084,"MN"
"1123","Dale Lake",0.03,"MN"
"1124","Parley Lake",0.112,"MN"
"1125","North Hegman Lake",0.27743431,"MN"
"1126","Sletten Lake",0.093,"MN"
"1127","Mud Lake",0.203,"MN"
"1128","Whisky Jack Lake",0.097,"MN"
"1129","Beartrap Lake",0.485,"MN"
"1130","1.5 Reservoir",0.001,"MN"
"1131","Black Mallard Lake",0.179,"MN"
"1132","Miners Lake",0.56281583,"MN"
"1133","Kangas Lake",0.08903271,"MN"
"1134","Louis Lake",0.09111999,"MN"
"1135","Range Lake",0.324,"MN"
"1136","Alruss Lake",0.108,"MN"
"1137","Papoose Lake",0.161,"MN"
"1138","Sawmill Lake",0.094,"MN"
"1139","Murphy Lake",0.469,"MN"
"1140","Tin Can Mike Lake",0.57672161,"MN"
"1141","Gypo Lake",0.191,"MN"
"1142","Alder Lake",0.053,"MN"
"1143","Browns Lake",0.839,"MN"
"1144","Black Lake",0.04,"MN"
"1145","Camp Lake",0.31,"MN"
"1146","Twin Lakes",0.469,"MN"
"1147","Modred Lake",0.974,"MN"
"1148","Cream Lake",0.012,"MN"
"1149","Ridgepole Lake",0.091,"MN"
"1150","Reed Lake",0.047,"MN"
"1151","Minnow Lake",0.04,"MN"
"1152","Mud Lake",0.719,"MN"
"1153","Pine Lake",0.067,"MN"
"1154","Slumber Lake",0.205,"MN"
"1155","Rifle Lake",0.22,"MN"
"1156","Labrador Pond",0.02,"MN"
"1157","Black Fox Lake",0.163,"MN"
"1158","Jack Pine Lake",0.063,"MN"
"1159","Little Wampus Lake",0.0735411,"MN"
"1160","Langley Lake",0.055,"MN"
"1161","Gunsten Lake",0.07692927,"MN"
"1162","Shallow Lake",0.43845754,"MN"
"1163","Upper Basin A",0.495,"MN"
"1164","Lark Lake",0.087,"MN"
"1165","Upper Basin A",0.001,"MN"
"1166","Loon Lake",0.409,"MN"
"1167","McDougal Lake",1.049,"MN"
"1168","Tonic Lake",0.092,"MN"
"1169","Generator Lake",0.075,"MN"
"1170","Cranberry Lake",0.496,"MN"
"1171","Rawn Reservoir",2.092,"MN"
"1172","Slush Lake",0.288,"MN"
"1173","Sand Bar Lake",0.51351014,"MN"
"1174","Fotheringham Lake",0.421,"MN"
"1175","Mimi Lake",0.035,"MN"
"1176","Gem Lake",0.05,"MN"
"1177","Grey Lake",0.038,"MN"
"1178","Wright Lake",0.084,"MN"
"1179","Katherine Lake",0.273,"MN"
"1180","Dime Lake",0.00861406,"MN"
"1181","Jim Lake",0.197,"MN"
"1182","Course Lake",0.199,"MN"
"1183","Deep Lake",0.407,"MN"
"1184","Spring Lake",0.08,"MN"
"1185","Superstition Lake",0.131,"MN"
"1186","Mitta Lake",0.175,"MN"
"1187","Barnes Lake",0.058,"MN"
"1188","Connor Lake",0.043,"MN"
"1189","John Lake",0.06961107,"MN"
"1190","Quadga Lake",1.007,"MN"
"1191","Wolftrack Lakes",0.027,"MN"
"1192","Steamhaul Lake",0.06207376,"MN"
"1193","Kitigan Lake",0.28694784,"MN"
"1194","Horseshoe Lake",0.821,"MN"
"1195","Camp Two Lake",0.095,"MN"
"1196","Strum Lake",0.22195289,"MN"
"1197","Bog Lake",1.0383622,"MN"
"1198","Delta Lake",0.104,"MN"
"1199","Tommy Lake",0.03,"MN"
"1200","Brush Lake",0.09585033,"MN"
"1201","Hood Lake",0.11,"MN"
"1202","Birdsey Lake",0.046,"MN"
"1203","Bear Lake",0.174,"MN"
"1204","Drag Lake",0.065,"MN"
"1205","Morris Lake",0.154,"MN"
"1206","Helen Lake",0.248,"MN"
"1207","Swing Lake",0.043,"MN"
"1208","Boucher Lake",0.294,"MN"
"1209","Lumby Lake",0.666,"MN"
"1210","Portage Lake",0.251,"MN"
"1211","Byron Lake",0.036,"MN"
"1212","Lois Lake",0.05,"MN"
"1213","Alworth Lake",0.821,"MN"
"1214","Tub Lake",0.04,"MN"
"1215","Bedford Lake",0.11,"MN"
"1216","Nowquabic Lake",0.206,"MN"
"1217","Lookout Lake",0.14,"MN"
"1218","Lake Carol",0.411,"MN"
"1219","Sedative Lake",0.329,"MN"
"1220","Mac Lake",0.048,"MN"
"1221","Goose Lake",0.109,"MN"
"1222","Elgar Lake",0.034,"MN"
"1223","Turkey Lake",0.037,"MN"
"1224","Minerva Lake",0.069,"MN"
"1225","Matson Lake",0.613,"MN"
"1226","Marguerite Lake",0.092,"MN"
"1227","Little Bar Lake",0.107,"MN"
"1228","Commodore Lake",0.091,"MN"
"1229","Osseo Club Pond",0.03,"MN"
"1230","Egge Lake",0.194,"MN"
"1231","Harmony Lake",0.101,"MN"
"1232","Club Lake",0.058,"MN"
"1233","Gerund Lake",0.363,"MN"
"1234","Lily Lake",0.047,"MN"
"1235","Scott Lake",0.102,"MN"
"1236","Horseshoe Lake",0.045,"MN"
"1237","Sunken Camp Lake",0.007,"MN"
"1238","Andek Lake",0.088,"MN"
"1239","Yoke Lake",0.053,"MN"
"1240","Joyce Lake",0.11930273,"MN"
"1241","Blesener Lake",0.071,"MN"
"1242","Moose Lake",0.715,"MN"
"1243","Treasure Lake",0.10349597,"MN"
"1244","Richardson Lake",1.445,"MN"
"1245","Scotch Lake",0.048,"MN"
"1246","Mugwump Lake",0.073,"MN"
"1247","Leo Lake",0.306,"MN"
"1248","Your Lake",0.042,"MN"
"1249","Van Lake",0.345,"MN"
"1250","My Lake",0.06,"MN"
"1251","Kekekabic Ponds",0.015,"MN"
"1252","Rivalry Lake",0.02,"MN"
"1253","Annie Lake",0.079,"MN"
"1254","Horseshoe Lake",0.414,"MN"
"1255","Paccini Lake",0.087,"MN"
"1256","Tord Lake",0.052,"MN"
"1257","Bowstring Lake",0.061,"MN"
"1258","Marble Lake",0.206,"MN"
"1259","Mueller Lake",0.095,"MN"
"1260","Canta Lake",0.057,"MN"
"1261","Ashdick Lake",0.441,"MN"
"1262","Plute Lake",0.138,"MN"
"1263","Agamok Lake",0.434,"MN"
"1264","Bushman Lake",0.039,"MN"
"1265","Paco Lake",0.067,"MN"
"1266","Pothole Lake",0.027,"MN"
"1267","Sova Lake",0.039,"MN"
"1268","Vierge Lake",0.096,"MN"
"1269","Cook County Lake",0.179,"MN"
"1270","Redpoll Lake",0.093,"MN"
"1271","Ray Lake",0.278,"MN"
"1272","Dent Lake",0.411,"MN"
"1273","Nibble Lake",0.051,"MN"
"1274","Oketo Lake",0.078,"MN"
"1275","Jewel Lake",0.133,"MN"
"1276","Wince Lake",0.024,"MN"
"1277","Magic Lake",0.066,"MN"
"1278","Acorn Lake",0.055,"MN"
"1279","Lost Moose Lake",0.216,"MN"
"1280","Oriole Lake",0.062,"MN"
"1281","Diamond Lake",0.06,"MN"
"1282","Jerry Lake",0.34,"MN"
"1283","Fishgig Lake",0.061,"MN"
"1284","Bat Lake",0.339,"MN"
"1285","Gump Lake",0.047,"MN"
"1286","Honker Lake",0.191,"MN"
"1287","Rally Lake",0.053,"MN"
"1288","Gotter Lake",0.05,"MN"
"1289","Everett Lake",0.155,"MN"
"1290","Brant Lake",0.431,"MN"
"1291","Mine Lake",0.134,"MN"
"1292","Ambush Lake",0.123,"MN"
"1293","Herb Lake",0.042,"MN"
"1294","Squish Lake",0.009,"MN"
"1295","Octopus Lake",0.136,"MN"
"1296","Ragged Lake",0.183,"MN"
"1297","Contest Lake",0.052,"MN"
"1298","Fetters Lake",0.046,"MN"
"1299","Dalbec Lake",0.033,"MN"
"1300","Noodle Lake",0.064,"MN"
"1301","Little Copper Lake",0.211,"MN"
"1302","Tepee Lake",0.366,"MN"
"1303","Snub Lake",0.027,"MN"
"1304","Clove Lake",0.513,"MN"
"1305","Stem Lake",0.15775421,"MN"
"1306","Town Lake",0.349,"MN"
"1307","Bouder Lake",0.51664982,"MN"
"1308","Cam Lake",0.224,"MN"
"1309","Pinnacle Rock Pond",0.007,"MN"
"1310","Tobacco Lake",0.03948589,"MN"
"1311","Pipe Lake",1.17283818,"MN"
"1312","Vesper Lake",0.048,"MN"
"1313","Slot Lake",0.415,"MN"
"1314","Ida Lake",0.209,"MN"
"1315","Poverty Lake",0.034,"MN"
"1316","Sebeka Lake",0.135,"MN"
"1317","East Pipe Lake",0.42959789,"MN"
"1318","Rug Lake",0.045,"MN"
"1319","Flicker Lake",0.107,"MN"
"1320","Fishhook Lake",0.14036508,"MN"
"1321","Bet Lake",0.055,"MN"
"1322","Moon Lake",0.444,"MN"
"1323","Low Wave Lake",0.362,"MN"
"1324","Swallow Lake",0.115,"MN"
"1325","Misplaced Lake",0.106,"MN"
"1326","Goose Lake",0.09067852,"MN"
"1327","Skinny Lake",0.092,"MN"
"1328","Tomlinson Lake",0.297,"MN"
"1329","Mucker Lake",0.04004256,"MN"
"1330","Tunmore Lake",0.08041473,"MN"
"1331","Prune Lake",0.039,"MN"
"1332","Little Trout Lake",0.504,"MN"
"1333","Swamp Lake",0.724,"MN"
"1334","Mit Lake",0.356,"MN"
"1335","Hooker Lake",0.034,"MN"
"1336","Hungry Jack Lake",1.87617512,"MN"
"1337","Moses Lake",0.121,"MN"
"1338","Junco Lake",0.211,"MN"
"1339","Pendant Lake",0.116,"MN"
"1340","Sere Lake",0.051,"MN"
"1341","Locket Lake",0.072,"MN"
"1342","East-West Beaver Ponds",0.01194023,"MN"
"1343","Ditty Lake",0.042,"MN"
"1344","Scott Lake",0.13354709,"MN"
"1345","Pine Mountain Lake",0.426,"MN"
"1346","Canoe Lake",0.39,"MN"
"1347","Potash Lake",0.453,"MN"
"1348","Lake Twelve",0.06,"MN"
"1349","Ice Lake",1.173,"MN"
"1350","Squash Lake",0.09,"MN"
"1351","Table Lake",0.069,"MN"
"1352","Dodds Pond",0.07423216,"MN"
"1353","Rest Lake",0.206,"MN"
"1354","Section Fifteen Lake",0.059,"MN"
"1355","Puddle Lake",0.038,"MN"
"1356","Canuck Lake",0.067,"MN"
"1357","Lost Lake",0.304,"MN"
"1358","Sorrell Lake",0.453,"MN"
"1359","Lariat Lake",0.227,"MN"
"1360","Fraleigh Lake",0.55441332,"MN"
"1361","Lily Lake",0.06718505,"MN"
"1362","Lake Harvey",0.51419757,"MN"
"1363","Lake Livermore",0.29833453,"MN"
"1364","Lake Eva",0.17152623,"MN"
"1365","Lake John",0.03249072,"MN"
